Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2018-01-02,40.341888427734375,40.351258103264755,39.63931284929152,39.85008766691489,102223600
2018-01-03,40.33487319946289,40.87820016669004,40.27164395425679,40.405131489843654,118071600
2018-01-04,40.522212982177734,40.62525796148265,40.29973145330602,40.407457696409296,89738400
2018-01-05,40.983577728271484,41.07022757766769,40.526904291139054,40.618238978565536,94640000
2018-01-08,40.83134841918945,41.126428848864556,40.73298470248056,40.83134841918945,82271200
2018-01-09,40.826663970947266,40.99762301388554,40.61120790656991,40.87818646172054,86336000
2018-01-10,40.81729507446289,40.81963927994158,40.515189166880944,40.552660719700334,95839600
2018-01-11,41.04914474487305,41.0983266027859,40.86413476669079,40.887551806210006,74670800
2018-01-12,41.473045349121094,41.536278166715505,41.13580841993094,41.2599298489405,101672400
2018-01-16,41.262264251708984,42.01167748658843,41.25055394405002,41.66273032986267,118263600
2018-01-17,41.94377136230469,41.978898718449194,40.99997827671709,41.252902387927264,137547200
2018-01-18,41.98124313354492,42.17796706613359,41.744710576062296,42.00700438820027,124773600
2018-01-19,41.79387664794922,42.056170360899095,41.547974505316795,41.829003993975064,129700400
2018-01-22,41.45195007324219,41.63461939785577,41.358274779306186,41.52220833043589,108434400
2018-01-23,41.46132278442383,42.023385358113266,41.409803865982504,41.5222149513268,130756400
2018-01-24,40.800899505615234,41.52221074603233,40.56202284665312,41.510500440238225,204420400
2018-01-25,40.07257080078125,40.9718667190559,39.93673908810159,40.86882172505862,166116000
2018-01-26,40.16624450683594,40.2809998043608,39.82666702550764,40.2809998043608,156572000
2018-01-29,39.334877014160156,39.850098530780215,39.12644634533947,39.850098530780215,202561600
2018-01-30,39.10301208496094,39.196687392224455,38.5713956038565,38.76577526123802,184192800
2018-01-31,39.210750579833984,39.447286700813265,38.992953814342,39.07960367930311,129915600
2018-02-01,39.2927131652832,39.48943348596959,39.05383644817289,39.149855976180945,188923200
2018-02-02,37.58778762817383,39.06319682921009,37.49411232827588,38.87584265593056,346375200
2018-02-05,36.64869689941406,38.37937514218473,36.53394156573365,37.25993798778018,290954000
2018-02-06,38.180301666259766,38.34189463418348,36.06554928926782,36.2599289772424,272975200
2018-02-07,37.36296081542969,38.26694136965625,37.25289394932858,38.19434247833096,206434400
2018-02-08,36.33487319946289,37.70489729452759,36.30677131393867,37.538619467044434,217562000
2018-02-09,36.77928924560547,37.12730529106897,35.32843481182689,36.93448689935861,282690400
2018-02-12,38.260711669921875,38.53818298500872,37.03794626199481,37.270742729099624,243278000
2018-02-13,38.644004821777344,38.740415822437974,38.0114596737139,38.08200439585714,130196800
2018-02-14,39.35649871826172,39.39647322333067,38.300692420481404,38.33831316239398,162579600
2018-02-15,40.678035736083984,40.70154825718873,39.73979895428035,39.92556329964218,204588800
2018-02-16,40.54633712768555,41.10834109330576,40.39114305798733,40.52987872716522,160704400
2018-02-20,40.40996170043945,40.97666251869846,40.30884675397618,40.45699032267764,135722000
2018-02-21,40.22654342651367,40.943737915034774,40.21243161204451,40.64040028293785,149886400
2018-02-22,40.56281280517578,40.90377486186925,40.37704845860911,40.39821080415699,123967600
2018-02-23,41.26824188232422,41.30351244871162,40.807352815892024,40.83792303213014,135249600
2018-02-26,42.084197998046875,42.18295916461196,41.435194508596325,41.46811489745136,152648800
2018-02-27,41.947811126708984,42.43926676848997,41.89372840137815,42.114766828451785,155712400
2018-02-28,41.88432312011719,42.4721897868067,41.867864719237645,42.15239017660547,151128400
2018-03-01,41.150657653808594,42.274658187251276,40.60041543545601,41.98307509274821,195208000
2018-03-02,41.43518829345703,41.45635062853528,40.55103468873642,40.633337442555494,153816000
2018-03-05,41.57863998413086,41.79497451115357,41.03780187254719,41.20005366482767,113605600
2018-03-06,41.54336929321289,41.91490152976552,41.416391647125984,41.83495250859769,95154000
2018-03-07,41.157737731933594,41.35055980028667,40.97902748335783,41.136575384349925,126814000
2018-03-08,41.606849670410156,41.649174346004564,41.16712657415336,41.26353397569167,95096400
2018-03-09,42.32170104980469,42.32640498834735,41.71267197249416,41.84670731055642,128740800
2018-03-12,42.730857849121094,42.88840570474543,42.37578763015166,42.39459620832886,128828400
2018-03-13,42.31934356689453,43.14941096767531,42.14768751429382,42.93542665160748,126774000
2018-03-14,41.95957946777344,42.44868505468864,41.81143589243283,42.40165643034284,117473600
2018-03-15,42.00895690917969,42.38284289256637,41.87257497940292,41.973686339074305,90975200
2018-03-16,41.86081314086914,42.119472337041785,41.766752315671596,42.008953109968175,157618800
2018-03-19,41.221221923828125,41.731489890395046,40.83558143541535,41.696219316598324,133787200
2018-03-20,41.20711135864258,41.57393965755342,41.13656662699339,41.20711135864258,78597600
2018-03-21,40.273582458496094,41.1718411237621,40.27122869478247,41.160083069357306,148219600
2018-03-22,39.70451736450195,40.60512596898789,39.64573069596585,39.974934604546604,165963200
2018-03-23,38.785099029541016,39.95612864394828,38.785099029541016,39.596354463690304,164115200
2018-03-26,40.62629318237305,40.70389201786306,39.137814257363395,39.52110449652672,150164800
2018-03-27,39.584590911865234,41.18593921489509,39.2506830596845,40.8402733112041,163690400
2018-03-28,39.147216796875,39.979638021810935,38.8438791699243,39.32828073826218,166674000
2018-03-29,39.452903747558594,40.38643621375037,39.245973552114656,39.459957859853,153594000
2018-04-02,39.194244384765625,39.7256781438141,38.674572264626626,39.184840096912744,150347200
2018-04-03,39.59634017944336,39.680993108263095,38.77097681449048,39.4199802100733,121112000
2018-04-04,40.35353088378906,40.44758814151123,38.745128095581016,38.770994379662774,138422000
2018-04-05,40.63334655761719,40.969604583911725,40.464040662906214,40.581614001563636,107732800
2018-04-06,39.59400177001953,40.55810106955422,39.55167349900567,40.20303085074771,140021200
2018-04-09,39.986698150634766,40.70154255952048,39.93966952695415,39.946723641103546,116070800
2018-04-10,40.739158630371094,40.915518624441965,40.33470609025764,40.680371965680806,113634400
2018-04-11,40.5487060546875,40.896722239264896,40.37469616837148,40.49932365855233,89726400
2018-04-12,40.948448181152344,41.150674496485806,40.689785363381375,40.77679208647928,91557200
2018-04-13,41.087188720703125,41.34820174464165,40.88026203016001,41.09894677526971,100497200
2018-04-16,41.3434944152832,41.43049754589345,41.11069789115241,41.157726513426766,86313600
2018-04-17,41.91255187988281,42.07715386319057,41.48223295977202,41.50104512758635,106421600
2018-04-18,41.81848907470703,42.04893542855754,41.59275024765644,41.811434960615074,83018000
2018-04-19,40.63334655761719,41.24237559072981,40.60042616631525,40.85908535852946,139235200
2018-04-20,38.96849822998047,40.261804642520595,38.900303700737034,40.11601488601111,261964400
2018-04-23,38.85563278198242,39.25067742200016,38.58521198830198,39.22951508515344,146062000
2018-04-24,38.314796447753906,39.11194346276698,37.91034391508117,38.95674580970701,134768000
2018-04-25,38.481746673583984,38.897957236152585,38.190167132755406,38.23954591845243,113528400
2018-04-26,38.61578369140625,38.97085384618492,38.415907600882896,38.59226759085532,111852000
2018-04-27,38.169002532958984,38.641645965443644,37.77160415594993,38.564047147324764,142623200
2018-04-30,38.8603401184082,39.33063349139752,38.05613888116291,38.12433342955642,169709600
2018-05-01,39.763309478759766,39.786821996562225,38.862697162878376,39.13076426459355,214277600
2018-05-02,41.519859313964844,41.79733072959426,40.86850187543636,41.20475997282328,266157600
2018-05-03,41.595096588134766,41.73853620820341,41.01898793273085,41.357599730142326,136272800
2018-05-04,43.22700500488281,43.32576615796013,41.89607423083804,41.91488639162222,224805200
2018-05-07,43.53976058959961,44.12997747093147,43.4433495886489,43.544460939850644,169805600
2018-05-08,43.74905014038086,43.789024654194186,43.18939977088557,43.49979517892462,113611200
2018-05-09,44.05708312988281,44.066487418557294,43.55386936653684,43.86661488875496,92844800
2018-05-10,44.6872673034668,44.764866127693075,44.1252669595732,44.14643288476444,111957200
2018-05-11,44.517311096191406,44.8643098921221,44.24821035668282,44.72976132331238,104848800
2018-05-14,44.41345977783203,44.739214725183906,44.345005855071946,44.61646590993839,83115200
2018-05-15,44.00980758666992,44.1585224188313,43.69349681524123,44.090064898484975,94780800
2018-05-16,44.420528411865234,44.48662667958038,43.905933713378666,43.92245918077974,76732400
2018-05-17,44.139625549316406,44.59284763468459,43.99091075812613,44.37803818116284,69176000
2018-05-18,43.9791145324707,44.33319468202338,43.93662664343136,44.186842706146265,73190800
2018-05-21,44.290714263916016,44.67784181531848,44.12075547531102,44.37805289626659,73603200
2018-05-22,44.179752349853516,44.585764459734094,44.090050911053055,44.46773776737088,60962800
2018-05-23,44.46302032470703,44.49606765793709,43.84928001970395,43.98855426864203,80233600
2018-05-24,44.41345977783203,44.57633725150797,43.95551906297832,44.55981538127905,92936000
2018-05-25,44.514949798583984,44.76752505903052,44.295418267574824,44.43232966932365,69844000
2018-05-29,44.35443878173828,44.55508564127601,44.11130403301255,44.2836256330916,90056400
2018-05-30,44.26002502441406,44.3780517578125,44.09006624016911,44.31195707526058,74762000
2018-05-31,44.11131286621094,44.43234574462373,43.93899483351511,44.19393302536265,109931200
2018-06-01,44.90680694580078,44.91152542115865,44.31903259368366,44.37568671498433,93770000
2018-06-04,45.282127380371094,45.657451448657845,45.16882274882759,45.23727665487343,105064800
2018-06-05,45.631492614746094,45.780207443365335,45.40724255383238,45.574842090997706,86264000
2018-06-06,45.789642333984375,45.81324911722004,45.303372855200706,45.707025796438366,83734400
2018-06-07,45.66689682006836,45.84157404796199,45.402514536898195,45.827411418877574,85388800
2018-06-08,45.25143051147461,45.322247243169784,44.79584923423886,45.12632251296486,106627200
2018-06-11,45.140499114990234,45.31517996033656,44.89972719532468,45.168827977572434,73234000
